x
x^2 - x + 80
x^2 - x - 80
x^2 - x + 81
x^2 - x + 82
x^2 - 82
x^2 + 82
x^2 - x - 82
x^2 - x + 83
x^2 - 83
x^2 - x + 84
x^2 - x - 84
x^2 - x + 85
x^2 + 85
x^2 - x - 85
x^2 - 86
x^2 + 86
x^2 - x - 86
x^2 - x + 87
x^2 - 87
x^2 - x - 87
x^2 - x - 88
x^2 - x + 89
x^2 + 89
x^2 - x - 89
x^2 - x + 90
x^2 - 91
x^2 - x - 91
x^2 - x + 92
x^2 - x + 93
x^2 + 93
x^2 - x - 93
x^2 - 94
x^2 + 94
x^2 - x - 94
x^2 - x + 95
x^2 - 95
x^2 - x - 95
x^2 - x + 96
x^2 - x - 96
x^2 + 97
x^2 - x - 97
x^2 - x + 98
x^2 - x - 98
x^2 - x + 99
x^2 - x - 99
x^2 - x + 100
x^2 - x - 100
x^2 - x + 101
x^2 + 101
x^2 - x + 102
x^2 - 102
x^2 + 102
x^2 - x - 102
x^2 - x + 103
x^2 - 103
x^2 - x - 103
x^2 - x + 104
x^2 - x - 104
x^2 - x + 105
x^2 + 105
x^2 - x - 105
x^2 + 106
x^2 - 106
x^2 - x + 107
x^2 - 107
x^2 - x - 107
x^2 - x + 108
x^2 - x - 108
x^2 - x + 109
x^2 + 109
x^2 - x - 109
x^2 - x + 110
x^2 - 110
x^2 + 110
x^2 - x + 111
x^2 - 111
x^2 - x - 111
x^2 - x + 112
x^2 - x - 112
x^2 - x + 113
x^2 + 113
x^2 - x - 113
x^2 - x + 114
x^2 + 114
x^2 - 114
x^2 - x - 114
x^2 - 115
x^2 - x - 115
x^2 - x + 116
x^2 - x - 116
x^2 - x + 117
x^2 - x - 117
x^2 - x + 118
x^2 + 118
x^2 - 118
x^2 - x - 118
x^2 - 119
x^2 - x + 120
x^2 - x - 120
x^2 - x + 121
x^2 - x - 121
x^2 - x + 122
x^2 + 122
x^2 - 122
x^2 - x - 122
x^2 - x + 123
x^2 - 123
x^2 - x - 123
x^2 - x - 124
x^2 - x + 125
x^2 - x - 125
x^2 - x + 126
x^2 - x - 126
x^2 - 127
x^2 - x - 127
x^2 - x + 128
x^2 - x + 129
x^2 + 129
x^2 - x - 129
x^2 - x + 130
x^2 - 130
x^2 + 130
x^2 - x - 130
x^2 - x + 131
x^2 - 131
x^2 - x + 132
x^2 + 133
x^2 - x - 133
x^2 - x + 134
x^2 - 134
x^2 + 134
x^2 - x - 134
x^2 - x - 135
x^2 - x + 136
x^2 - x - 136
x^2 - x + 137
x^2 + 137
x^2 - x + 138
x^2 + 138
x^2 - 138
x^2 - x - 138
x^2 - x + 139
x^2 - 139
x^2 - x - 139
x^2 - x + 140
x^2 - x - 140
x^2 - x + 141
x^2 + 141
x^2 - x - 141
x^2 + 142
x^2 - 142
x^2 - x - 142
x^2 - x + 143
x^2 - 143
x^2 - x - 143
x^2 - x - 144
x^2 - x + 145
x^2 + 145
x^2 - x - 145
x^2 - x + 146
x^2 - 146
x^2 + 146
x^2 - x + 147
x^2 - x - 147
x^2 - x + 148
x^2 - x - 148
x^2 - x + 149
x^2 + 149
x^2 - x - 149
x^2 - x + 150
x^2 - x - 150
x^2 - 151
x^2 - x + 152
x^2 - x - 152
x^2 - x + 153
x^2 - x - 153
x^2 - x + 154
x^2 - 154
x^2 + 154
x^2 - x - 154
x^2 - x + 155
x^2 - 155
x^2 - x + 156
x^2 - x + 157
x^2 + 157
x^2 - x - 157
x^2 - x + 158
x^2 + 158
x^2 - 158
x^2 - x - 158
x^2 - x + 159
x^2 - 159
x^2 - x - 160
x^2 - x + 161
x^2 + 161
x^2 - x - 161
x^2 - x + 162
x^2 - x - 162
x^2 - x + 163
x^2 - 163
x^2 - x - 163
x^2 - x + 164
x^2 - x + 165
x^2 + 165
x^2 - x - 165
x^2 - x + 166
x^2 - 166
x^2 + 166
x^2 - x - 166
x^2 - x + 167
x^2 - 167
x^2 - x - 167
x^2 - x + 168
x^2 - x - 168
x^2 - x - 169
x^2 - x + 170
x^2 + 170
x^2 - 170
x^2 - x - 170
x^2 - x + 171
x^2 - x - 171
x^2 - x + 172
x^2 - x - 172
x^2 - x + 173
x^2 + 173
x^2 - x + 174
x^2 + 174
x^2 - 174
x^2 - x - 174
x^2 - x + 175
x^2 - x - 175
x^2 - x + 176
x^2 - x - 176
x^2 - x + 177
x^2 + 177
x^2 - x - 177
x^2 - 178
x^2 + 178
x^2 - x - 178
x^2 - x + 179
x^2 - 179
x^2 - x - 179
x^2 - x + 180
x^2 - x - 180
x^2 - x + 181
x^2 + 181
x^2 - x + 182
x^2 + 182
x^2 - 182
x^2 - x + 183
x^2 - 183
x^2 - x - 183
x^2 - x - 184
x^2 - x + 185
x^2 + 185
x^2 - x - 185
x^2 - x + 186
x^2 + 186
x^2 - 186
x^2 - x - 186
x^2 - 187
x^2 - x - 187
x^2 - x + 188
x^2 - x - 188
x^2 - x + 189
x^2 - x - 189
x^2 - x + 190
x^2 + 190
x^2 - 190
x^2 - x - 190
x^2 - x + 191
x^2 - 191
x^2 - x + 192
x^2 - x - 192
x^2 - x + 193
x^2 + 193
x^2 - x - 193
x^2 + 194
x^2 - 194
x^2 - x - 194
x^2 - x + 195
x^2 - 195
x^2 - x - 195
x^2 - x - 196
x^2 - x + 197
x^2 + 197
x^2 - x - 197
x^2 - x + 198
x^2 - x - 198
x^2 - x + 199
x^2 - 199
x^2 - x - 199
x^2 - x + 200
x^2 - x + 201
x^2 + 201
x^2 - x - 201
x^2 - x + 202
x^2 - 202
x^2 + 202
x^2 - x - 202
x^2 - x + 203
x^2 - 203
x^2 - x - 203
x^2 - x + 204
x^2 - x - 204
x^2 + 205
x^2 - x - 205
x^2 - x + 206
x^2 - 206
x^2 + 206
x^2 - x + 207
x^2 - x - 207
x^2 - x + 208
x^2 - x + 209
x^2 + 209
x^2 - x + 210
x^2 - 210
x^2 + 210
x^2 - x + 211
x^2 - 211
x^2 - x - 212
x^2 - x + 213
x^2 + 213
x^2 - x - 213
x^2 + 214
x^2 - 214
x^2 - x - 214
x^2 - x + 215
x^2 - 215
x^2 - x - 215
x^2 - x + 216
x^2 - x - 216
x^2 + 217
x^2 - x - 217
x^2 - x + 218
x^2 + 218
x^2 - 218
x^2 - 219
x^2 - x - 219
x^2 - x + 220
x^2 - x - 220
x^2 - x + 221
x^2 + 221
x^2 - x - 221
x^2 - x + 222
x^2 + 222
x^2 - 222
x^2 - x - 222
x^2 - 223
x^2 - x - 223
x^2 - x + 224
x^2 - x - 224
x^2 - x + 225
x^2 - x - 225
x^2 - x + 226
x^2 - 226
x^2 + 226
x^2 - x - 226
x^2 - x + 227
x^2 - 227
x^2 - x + 228
x^2 - x - 228
x^2 - x + 229
x^2 + 229
x^2 - x - 229
x^2 - x + 230
x^2 - 230
x^2 + 230
x^2 - x - 230
x^2 - x + 231
x^2 - 231
x^2 - x - 232
x^2 + 233
x^2 - x - 233
x^2 - x + 234
x^2 - x - 234
x^2 - x + 235
x^2 - 235
x^2 - x - 235
x^2 - x + 236
x^2 - x + 237
x^2 + 237
x^2 - x - 237
x^2 - x + 238
x^2 - 238
x^2 + 238
x^2 - x - 238
x^2 - x + 239
x^2 - 239
x^2 - x - 239
x^2 - x + 240
x^2 + 241
x^2 - x - 241
x^2 - x + 242
x^2 - x - 242
x^2 - x + 243
x^2 - x - 243
x^2 - x - 244
x^2 - x + 245
x^2 - x + 246
x^2 + 246
x^2 - 246
x^2 - x - 246
x^2 - x + 247
x^2 - 247
x^2 - x - 247
x^2 - x + 248
x^2 - x - 248
x^2 - x + 249
x^2 + 249
x^2 - x - 249
x^2 - x - 250
x^2 - x + 251
x^2 - 251
x^2 - x - 251
x^2 - x + 252
x^2 - x - 252
x^2 - x + 253
x^2 + 253
x^2 - x - 253
x^2 - x + 254
x^2 + 254
x^2 - 254
x^2 - x + 255
x^2 - 255
x^2 - x - 255
x^2 - x + 256
x^2 - x + 257
x^2 + 257
x^2 - x + 258
x^2 - 258
x^2 + 258
x^2 - x - 258
x^2 - 259
x^2 - x - 259
x^2 - x + 260
x^2 - x - 260
x^2 - x + 261
x^2 - x - 261
x^2 - x + 262
x^2 + 262
x^2 - 262
x^2 - x - 262
x^2 - x + 263
x^2 - 263
x^2 - x + 264
x^2 - x - 264
x^2 - x + 265
x^2 + 265
x^2 - x - 265
x^2 - x + 266
x^2 + 266
x^2 - 266
x^2 - x - 266
x^2 - x + 267
x^2 - 267
x^2 - x - 267
x^2 - x - 268
x^2 + 269
x^2 - x - 269
x^2 - x + 270
x^2 - x - 270
x^2 - 271
x^2 - x - 271
x^2 - x + 272
x^2 - x + 273
x^2 + 273
x^2 - x - 273
x^2 - x + 274
x^2 - 274
x^2 + 274
x^2 - x - 274
x^2 - x + 275
x^2 - x - 275
x^2 - x + 276
x^2 - x - 276
x^2 + 277
x^2 - x - 277
x^2 - x + 278
x^2 - 278
x^2 + 278
x^2 - x - 278
x^2 - x + 279
x^2 - x - 279
x^2 - x + 280
x^2 - x - 280
x^2 - x + 281
x^2 + 281
x^2 + 282
x^2 - 282
x^2 - x - 282
x^2 - x + 283
x^2 - 283
x^2 - x - 283
x^2 - x + 284
x^2 - x - 284
x^2 - x + 285
x^2 + 285
x^2 - x - 285
x^2 - 286
x^2 + 286
x^2 - x - 286
x^2 - x + 287
x^2 - 287
x^2 - x - 287
x^2 - x + 288
x^2 - x - 288
x^2 - x + 289
x^2 - x - 289
x^2 - x + 290
x^2 - 290
x^2 + 290
x^2 - x + 291
x^2 - 291
x^2 - x - 291
x^2 - x + 292
x^2 - x - 292
x^2 - x + 293
x^2 + 293
x^2 - x - 293
x^2 - x - 294
x^2 - 295
x^2 - x - 295
x^2 - x - 296
x^2 - x + 297
x^2 - x - 297
x^2 - x + 298
x^2 - 298
x^2 + 298
x^2 - x - 298
x^2 - x + 299
x^2 - 299
x^2 - x + 300
x^2 - x - 300
x^2 - x + 301
x^2 + 301
x^2 - x - 301
x^2 - x + 302
x^2 + 302
x^2 - 302
x^2 - x - 302
x^2 - x + 303
x^2 - 303
x^2 - x - 303
x^2 - x - 304
x^2 - x + 305
x^2 + 305
x^2 - x - 305
x^2 - x + 306
x^2 - x + 307
x^2 - 307
x^2 - x - 307
x^2 - x + 308
x^2 - x + 309
x^2 + 309
x^2 - x - 309
x^2 - x + 310
x^2 + 310
x^2 - 310
x^2 - x - 310
x^2 - x + 311
x^2 - 311
x^2 - x - 311
x^2 - x + 312
x^2 - x - 312
x^2 + 313
x^2 - x - 313
x^2 - x + 314
x^2 - 314
x^2 + 314
x^2 - x - 314
x^2 - x + 315
x^2 - x - 315
x^2 - x + 316
x^2 - x - 316
x^2 - x + 317
x^2 + 317
x^2 - x + 318
x^2 + 318
x^2 - 318
x^2 - x - 318
x^2 - 319
x^2 - x - 319
x^2 - x + 320
x^2 - x - 320
x^2 - x + 321
x^2 + 321
x^2 - x - 321
x^2 - 322
x^2 + 322
x^2 - x - 322
x^2 - x + 323
x^2 - 323
x^2 - x - 323
x^2 - x + 324
x^2 - x - 324
x^2 - x + 325
x^2 - x - 325
x^2 - x + 326
x^2 - 326
x^2 + 326
x^2 - x + 327
x^2 - 327
x^2 - x - 327
x^2 - x + 328
x^2 - x - 328
x^2 - x + 329
x^2 + 329
x^2 - x - 329
x^2 - x + 330
x^2 - 330
x^2 + 330
x^2 - x - 330
x^2 - 331
x^2 - x + 332
x^2 - x - 332
x^2 - x - 333
x^2 - x + 334
x^2 + 334
x^2 - 334
x^2 - x - 334
x^2 - x + 335
x^2 - 335
x^2 - x + 336
x^2 - x - 336
x^2 - x + 337
x^2 + 337
x^2 - x - 337
x^2 - x + 338
x^2 - x - 338
x^2 - x + 339
x^2 - 339
x^2 - x - 339
x^2 - x - 340
x^2 - x + 341
x^2 + 341
x^2 - x - 341
x^2 - x + 342
x^2 - x + 343
x^2 - x - 343
x^2 - x + 345
x^2 + 345
x^2 - x - 345
x^2 - x + 346
x^2 - 346
x^2 + 346
x^2 - x - 346
x^2 - x + 347
x^2 - 347
x^2 - x - 347
x^2 - x + 348
x^2 - x - 348
x^2 + 349
x^2 - x - 349
x^2 - x + 350
x^2 - x - 350
x^2 - x + 351
x^2 - x - 351
x^2 - x + 352
x^2 - x - 352
x^2 - x + 353
x^2 + 353
x^2 - x + 354
x^2 - 354
x^2 + 354
x^2 - x - 354
x^2 - x + 355
x^2 - 355
x^2 - x + 356
x^2 - x + 357
x^2 + 357
x^2 - x - 357
x^2 + 358
x^2 - 358
x^2 - x - 358
x^2 - x + 359
x^2 - 359
x^2 - x - 359
x^2 - x + 360
x^2 - x - 360
x^2 - x + 361
x^2 - x + 362
x^2 + 362
x^2 - 362
x^2 - x + 363
x^2 - x - 363
x^2 - x + 364
x^2 - x - 364
x^2 - x + 365
x^2 + 365
x^2 - x - 365
x^2 - x + 366
x^2 + 366
x^2 - 366
x^2 - x - 366
x^2 - 367
x^2 - x - 367
x^2 - x + 368
x^2 - x - 368
x^2 - x - 369
x^2 - x + 370
x^2 + 370
x^2 - 370
x^2 - x - 370
x^2 - x + 371
x^2 - 371
x^2 - x + 372
x^2 - x - 372
x^2 - x + 373
x^2 + 373
x^2 - x - 373
x^2 - x + 374
x^2 + 374
x^2 - 374
x^2 - x - 374
x^2 - x + 375
x^2 - x - 375
x^2 - x - 376
x^2 - x + 377
x^2 + 377
x^2 - x - 377
x^2 - x + 378
x^2 - x - 378
x^2 - x + 379
x^2 - 379
x^2 - x - 379
x^2 - x + 381
x^2 + 381
x^2 - x + 382
x^2 + 382
x^2 - 382
x^2 - x - 382
x^2 - x + 383
x^2 - 383
x^2 - x - 383
x^2 - x + 384
x^2 - x - 384
x^2 + 385
x^2 - x - 385
x^2 - x + 386
x^2 + 386
x^2 - 386
x^2 - x - 386
x^2 - x + 387
x^2 - x - 387
x^2 - x + 388
x^2 - x - 388
x^2 - x + 389
x^2 + 389
x^2 - x + 390
x^2 - 390
x^2 + 390
x^2 - x - 390
x^2 - x + 391
x^2 - 391
x^2 - x - 391
x^2 - x + 392
x^2 - x - 392
x^2 - x + 393
x^2 + 393
x^2 + 394
x^2 - 394
x^2 - x - 394
x^2 - x + 395
x^2 - 395
x^2 - x - 395
x^2 - x + 396
x^2 - x - 396
x^2 + 397
x^2 - x - 397
x^2 - x + 398
x^2 - 398
x^2 + 398
x^2 - x + 399
x^2 - 399
x^2 - x - 399
x^2 - x + 400
x^2 - x - 400
x^2 - x + 401
x^2 + 401
x^2 - x - 401
x^2 - x + 402
x^2 + 402
x^2 - 402
x^2 - x - 402
x^2 - 403
x^2 - x - 403
x^2 - x + 404
x^2 - x + 405
x^2 - x - 405
x^2 - x + 406
x^2 + 406
x^2 - 406
x^2 - x + 407
x^2 - 407
x^2 - x + 408
x^2 - x - 408
x^2 - x + 409
x^2 + 409
x^2 - x - 409
x^2 - x + 410
x^2 - 410
x^2 + 410
