x^2-x+742 -3*23*43 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[6965],[-6964]] 2 [1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[744,3,1]>,[[-1,-1],[2,1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[874,23,1]>,[[-11,-1],[12,1]]>,<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1204,43,1]>,[[-21,-1],[22,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,23,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*23*43,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,23,43],[3,3,3],1,[1.000000000,2.537720430,1.337726698],<"1.3_23_43.2t1.1",1>,[2,1]>]
x^3-x^2+7*x+107 -2^2*5*647 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 41 x-1 5 [[42743905],[1551578],[-44295482]] 2 [2,2,1,2,2,2,2,2,3,3,3,3,1,2,1,2,2,2,2,2,1,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,1,2,3,2,3,3,3,1,2,2,2,3,1,2,2,3,1,3,2,2,3,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,3,3,3,2,3,2,1,2,3,2,3,2,2,3,2,3,2,3,2,2,2,2,3,1,2,3,1,2,1,2,2,3,1,1,1,2,2,2,1,2,2,2,2,3,2,3,3,3,3,1,3,3,3,3,3,2,2,3,1,3,3,2,3,2,1,3,2,2,1,3,2,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[114,0],[8,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[283347,-481882],[185336,370673],[476854,429420]],[[-283347,481882],[338951,153615],[47434,94868]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-26345299568360,27726306093955,1]>,[[8652819765827,0],[-8652819765828,-1],[2,1]]>,<647,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[9441582587397375468477425308660959343866081524430682166,23048283554775894157978204444557818156724603592308625109,1]>,[[23048283554775894157978204444557818156724603592308624188,0],[-23048283554775894157978204444557818156724603592308624648,-1],[461,1]]>*] [x,x^2-x+809,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,647],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*647,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,647],[2,4,4],1,[1.000000000,0.3314087576,0.6937977216],<"notfaithful",0>,[3,2]>,<2,2^2*5*647,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,647],[4,5,5],1,[1.000000000,1.371981612,1.052673380],<"2.2e2_5_647.3t2.1",1>,[3,2]>]
x^4-2*x^3-4*x^2+2*x+8 -2^2*5*647 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 79 x-1 5 [[-955979110],[-737964699],[-331001168],[-1052111420]] 3 [3,5,1,5,5,5,5,5,4,4,4,4,2,5,2,3,3,5,3,3,2,1,5,5,3,3,4,3,4,3,3,5,5,5,5,3,5,4,3,4,5,3,4,4,4,5,5,4,3,5,5,5,5,1,5,4,5,4,4,4,2,3,3,3,4,2,5,3,4,2,4,5,5,4,5,3,5,3,3,3,4,3,3,4,5,4,4,4,3,3,5,5,5,5,4,4,4,5,4,3,2,3,4,5,4,3,5,4,3,4,3,4,3,5,5,3,4,1,3,4,1,5,2,5,5,4,2,2,1,3,5,3,2,5,3,3,3,4,3,4,4,4,4,2,4,4,4,4,4,5,5,4,1,4,4,5,4,3,2,4,3,5,2,4,5,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,4,3],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[1,1,1]>,[[201266,0],[385620,0],[62298,0],[1,0]]>,[[[62300,0],[0,0],[0,0]],[[0,0],[1,0],[0,0]],[[-102094,-141890],[225520,-73247],[-147548,229192]],[[39796,141890],[-225521,73247],[147548,-229192]]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[29753865751660,-17531222439495,1]>,[[-28731270181312,0],[11200047741811,0],[17531222439499,-1],[4,1]]>,<647,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-81262151445635634990178647510352906049289539404986478174,-12936282561376213756923090242104034722005604685426428038,1]>,[[12773044434420679451141364156335590670243438459626991989,0],[-25709326995796893208064454398439625392249043145053420231,0],[12936282561376213756923090242104034722005604685426428141,-1],[103,1]]>*] [x,x^2-x+809,x^3-x^2+7*x+107,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,647],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,5*647,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,647],[3,6,6],1,[1.000000000,0.3314087576,0.6937977216],<"notfaithful",0>,[4,5]>,<2,2^2*5*647,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,5,647],[6,7,7],1,[1.000000000,1.371981612,1.052673380],<"notfaithful",0>,[4,5]>,<3,2^2*5^2*647^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,5,647],[6,7,7],1,[0,0,0],<"3.2e2_5e2_647e2.6t8.1",1>,[4,5]>,<3,2^2*5*647,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]]],[2,5,647],[6,7,7],1,[1.000000000,1.338365959,1.233697748],<"3.2e2_5_647.4t5.1",1>,[4,5]>]
x^3-x^2+15*x-43 -2^2*5*647 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 31 x-1 5 [[-11766033],[-3296119],[-13566998]] 2 [2,2,1,2,2,2,2,2,3,3,1,1,3,2,3,2,2,2,2,2,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,3,2,3,2,3,3,1,3,2,2,2,3,3,2,2,1,3,1,2,2,3,2,2,2,2,2,2,1,2,2,3,2,3,3,1,2,2,2,2,2,2,3,1,1,2,3,2,3,2,3,2,1,2,2,3,2,3,2,3,2,2,2,2,3,1,2,3,3,2,3,2,2,1,3,3,1,2,2,2,3,2,2,2,2,1,2,3,3,3,3,1,3,3,3,1,1,2,2,3,3,1,3,2,3,2,3,3,2,2,1,1,2,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130974,0],[92,0],[14,0],[1,0]]>,[[[-192237,0],[235930,0],[61167,0]],[[154111,115984],[-202190,-168450],[249872,36623]],[[38127,-115984],[-33740,168450],[213249,225521]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-36458208025235,33391111413615,1]>,[[33391111413608,0],[-33391111413611,-1],[4,1]]>,<647,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[33949171556861083231317873056739327344910525104349735416,-53108458916941541643299547101030202668906612744960068170,1]>,[[-53108458916941541643299547101030202668906612744960069295,0],[53108458916941541643299547101030202668906612744960068733,-1],[563,1]]>*] [x,x^2-x+809,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,647],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*647,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,647],[2,4,4],1,[1.000000000,0.3314087576,0.6937977216],<"notfaithful",0>,[3,2]>,<2,2^2*5*647,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,647],[4,5,5],1,[1.000000000,1.396182275,1.054405692],<"2.2e2_5_647.3t2.2",1>,[3,2]>]
x^3-x^2-21*x+65 -2^2*5*647 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-1368193],[1380548],[-12354]] 2 [2,2,1,2,2,2,2,2,1,1,3,3,3,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,1,3,1,2,2,3,2,2,2,2,2,3,2,3,2,1,1,3,3,2,2,2,3,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,2,2,1,2,3,1,3,2,2,2,2,2,2,1,3,3,2,3,2,3,2,1,2,3,2,2,1,2,1,2,3,2,2,2,2,1,1,2,1,3,2,3,2,2,3,3,3,1,2,2,2,3,2,2,2,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,3,3,3,1,2,3,2,3,3,2,2,1,3,2,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130830,0],[56,0],[524266,0],[1,0]]>,[[[249663,0],[-149796,0],[143555,0]],[[198251,121876],[58784,-32228],[145728,172867]],[[76375,-121876],[91012,32228],[235005,89277]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[23508873861165,-36325774503955,1]>,[[39968170808540,0],[36325774503958,-1],[3,1]]>,<647,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[47143129656318303500926920117007732430242282937794289253,70500329595671626361856882208592295923623823641705291473,1]>,[[70500329595671626361856882208592295923623823641705290616,0],[-70500329595671626361856882208592295923623823641705291044,-1],[429,1]]>*] [x,x^2-x+809,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,647],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*647,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,647],[2,4,4],1,[1.000000000,0.3314087576,0.6937977216],<"notfaithful",0>,[3,2]>,<2,2^2*5*647,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,647],[4,5,5],1,[1.000000000,1.443443048,1.058162237],<"2.2e2_5_647.3t2.3",1>,[3,2]>]
x^2-x+10715 -42859 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1310],[1311]] 2 [2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<42859,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[459234185,42859,1]>,[[-21429,-1],[21430,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[42859],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,42859,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[42859],[3],1,[1.000000000,0.6828752454,0.7591994354],<"1.42859.2t1.1",1>,[2,1]>]
x^3-x^2+13*x+114 -42859 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[891689],[950649],[633762]] 2 [2,2,3,3,2,2,3,1,3,2,1,2,2,2,2,2,2,2,3,3,3,1,2,3,2,2,1,1,3,3,2,3,1,2,1,3,2,1,2,2,3,3,2,2,2,3,3,2,3,3,3,3,2,2,3,2,2,2,3,2,1,1,1,2,3,3,1,2,1,3,1,2,2,1,3,2,3,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,2,3,3,2,2,2,1,2,2,3,2,3,2,1,1,3,3,2,2,2,2,2,3,3,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,3,3,2,1,2,1,3,3,1,3,2,2,2,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[1097209038,0],[347862773,315336558],[-282810343,-315336558]]>,<42859,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[4682544450141417403810729318638539431388856814066832338378989084636872517458268236366363636,-50698758284789171912936755828660692938122635973272432266448863793118747879715291875619598650,1]>,[[-50698758284789171912936755828660692938122635973272432266448863793118747879715291875619604261,0],[50698758284789171912936755828660692938122635973272432266448863793118747879715291875619601456,-1],[2806,1]]>*] [x,x^2-x+10715,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,42859],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,42859,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,42859],[2,4],1,[1.000000000,0.6828752454,0.7591994354],<"notfaithful",0>,[3,2]>,<2,42859,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,42859],[2,4],1,[1.000000000,1.131054152,1.017980966],<"2.42859.3t2.1",1>,[3,2]>]
x^3-x^2-29*x+144 -42859 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-444],[-583],[1028]] 2 [2,2,1,3,2,2,3,1,1,2,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,3,3,1,2,3,3,2,3,3,2,3,2,2,3,1,2,2,2,1,3,2,3,3,3,1,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,2,2,1,3,2,3,2,2,2,2,2,2,1,2,2,3,2,3,3,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,3,2,1,2,2,3,3,2,2,2,1,2,2,3,2,3,2,1,3,1,3,2,2,2,2,2,1,3,2,1,1,2,2,3,1,2,2,2,1,1,2,1,2,1,3,2,3,2,3,3,1,3,1,2,2,2,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-527075595,0],[-423389851,475333818],[-211796020,-475333818]]>,<42859,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-32257549233785540717547501241877210734559841907723812222310464367086426852947863581086407180,173079864895804821489123341931211070131524971330305522782966414640730831624495116716381446783,1]>,[[173079864895804821489123341931211070131524971330305522782966414640730831624495116716381381020,0],[-173079864895804821489123341931211070131524971330305522782966414640730831624495116716381413901,-1],[32882,1]]>*] [x,x^2-x+10715,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,42859],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,42859,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,42859],[2,4],1,[1.000000000,0.6828752454,0.7591994354],<"notfaithful",0>,[3,2]>,<2,42859,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,42859],[2,4],1,[1.000000000,2.012299583,1.152155704],<"2.42859.3t2.2",1>,[3,2]>]
x^3-x^2+45*x+18 -42859 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-7230],[5854],[1377]] 2 [2,2,3,1,2,2,1,1,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,1,2,2,3,3,1,3,2,3,3,2,3,3,2,3,2,2,3,3,2,2,2,3,3,2,3,1,1,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,2,2,1,3,2,3,2,2,2,2,2,2,3,2,2,3,2,3,3,2,3,1,3,2,2,3,2,2,2,2,2,2,2,2,2,3,1,3,3,2,3,2,2,1,1,2,2,2,1,2,2,3,2,3,2,1,3,3,1,2,2,2,2,2,3,3,2,1,1,2,2,3,1,2,2,2,1,1,2,1,2,3,1,2,3,2,3,1,3,3,3,2,2,2,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-1258345187,0],[-154031457,379057416],[250115178,-379057416]]>,<42859,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-26601621825016028043934137840373839220290448280582722650830348482835339348052797977988785231,107716434752862192504323005737127041992930810938568430840864497169942165779224756027670632229,1]>,[[107716434752862192504323005737127041992930810938568430840864497169942165779224756027670598648,0],[-107716434752862192504323005737127041992930810938568430840864497169942165779224756027670615438,-1],[16791,1]]>*] [x,x^2-x+10715,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,42859],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,42859,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,42859],[2,4],1,[1.000000000,0.6828752454,0.7591994354],<"notfaithful",0>,[3,2]>,<2,42859,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,42859],[2,4],1,[1.000000000,1.740853835,1.089874232],<"2.42859.3t2.3",1>,[3,2]>]
x^3+31*x-44 -42859 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[-178046],[-1170991],[-1127062]] 2 [2,2,3,3,2,2,3,1,3,2,3,2,2,2,2,2,2,2,1,1,1,3,2,3,2,2,3,3,3,3,2,1,3,2,3,1,2,3,2,2,1,3,2,2,2,3,1,2,1,3,3,3,2,2,1,2,2,2,1,2,3,3,3,2,1,1,3,2,3,1,3,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,3,2,3,1,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,1,3,3,2,3,2,2,3,3,2,2,2,1,2,2,1,2,1,2,1,3,3,3,2,2,2,2,2,3,1,2,1,1,2,2,3,1,2,2,2,1,1,2,1,2,3,3,2,3,2,3,3,3,3,3,2,2,2,1,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-140908,0],[236081,-193034],[-95173,193034]]>,<42859,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[72596647050117052670015156526186931508520617628871163567324339886874517405435667037489359460,180435457008878371372265627633284905479637862814771329207307106170464798836470097748650600085,1]>,[[180435457008878371372265627633284905479637862814771329207307106170464798836470097748650550309,0],[-180435457008878371372265627633284905479637862814771329207307106170464798836470097748650575197,-1],[24888,1]]>*] [x,x^2-x+10715,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,42859],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,42859,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,42859],[2,4],1,[1.000000000,0.6828752454,0.7591994354],<"notfaithful",0>,[3,2]>,<2,42859,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,42859],[2,4],1,[1.000000000,1.086757202,1.015740754],<"2.42859.3t2.4",1>,[3,2]>]
